"content"|"translated"|"likes"|"workId"|"sentiment"|"country"|"platform"|"postTime"
"《流浪地球2》里，要求五十岁以上的执行必死的任务，是否是道德绑架？"|"《流浪地球2》里，要求五十岁以上的执行必死的任务，是否是道德绑架？"|"477"|"4"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"看完流浪地球2，莫名想起一套組圖《China 2098》講真，我還挺喜歡這種紅色重工業風（主要是蘇聯中期紅色巨人"|"看完流浪地球2，莫名想起一套组图《China 2098》讲真，我还挺喜欢这种红色重工业风（主要是苏联中期红色巨人"|"115"|"4"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"流浪地球2，啟動!（話說上次看國產電影還是流浪地球1"|"流浪地球2，启动!（话说上次看国产电影还是流浪地球1"|"6"|"4"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"Barbie和奥本海默的影迷，都他妈能打起来，这群傻逼有点去年《满江红》和《流浪地球2》两波智障粉丝互掐的即视感"|"Barbie和奥本海默的影迷，都他妈能打起来，这群傻逼有点去年《满江红》和《流浪地球2》两波智障粉丝互掐的即视感"|"100"|"4"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"近期玩具流浪地球2 机器狗&moss"|"近期玩具流浪地球2 机器狗&moss"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"什么年龄就应该做什么年龄的事，虽然演员比普通人年轻不少，但汤姆克鲁斯顶着一张人瑞的脸装年轻人还是让人膈应。以前我对刘德华也是这个感觉，但流浪地球2之后好了很多。"|"什么年龄就应该做什么年龄的事，虽然演员比普通人年轻不少，但汤姆克鲁斯顶着一张人瑞的脸装年轻人还是让人膈应。以前我对刘德华也是这个感觉，但流浪地球2之后好了很多。"|"1"|"4"|"积极"|"中国"|"Twitter"|"2023-07-25"|"Twitter"
"我觉得流浪地球2是右上的法西斯主义。看不出左上。先灭绝大多数人，然后剩下的人里又大多数关押在地下集中营里吧。让少数“政治家”“科学家”继续自由活动，享受特权。相当于把三年疫情大封控放大几十倍。"|"我觉得流浪地球2是右上的法西斯主义。看不出左上。先灭绝大多数人，然后剩下的人里又大多数关押在地下集中营里吧。让少数“政治家”“科学家”继续自由活动，享受特权。相当于把三年疫情大封控放大几十倍。"|"12"|"4"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"想起之前看的流浪地球2， 不会真以为当发言人，念个稿子真是重要职务罢"|"想起之前看的流浪地球2， 不会真以为当发言人，念个稿子真是重要职务罢"|"4"|"4"|"积极"|"中国"|"Twitter"|"2023-07-26"|"Twitter"
"流浪地球2流浪地球3流浪地球4.jpg（"|"流浪地球2流浪地球3流浪地球4.jpg（"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"流浪地球2有好多大烂片Armageddon的既视感…"|"流浪地球2有好多大烂片Armageddon的既视感…"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-25"|"Twitter"
"你说的掰手腕指的什么，剧情还是特效？复联的剧情我觉得只能属于平均水平，就是纯纯的爆米花特效爽片。日常超级英雄拯救世界，美国队长后期刻画的实在令人反感。至于内涵就不说和流浪地球2、星际穿越之类的比了，甚至还不如2012立意高。特效的话国内特效同样不差，一分钱一分货，只要你钱够。"|"你说的掰手腕指的什么，剧情还是特效？复联的剧情我觉得只能属于平均水平，就是纯纯的爆米花特效爽片。日常超级英雄拯救世界，美国队长后期刻画的实在令人反感。至于内涵就不说和流浪地球2、星际穿越之类的比了，甚至还不如2012立意高。特效的话国内特效同样不差，一分钱一分货，只要你钱够。"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"流浪地球2里的太空电梯"|"流浪地球2里的太空电梯"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"隐入尘烟，宇宙探索编辑部，八角笼中，流浪地球2"|"隐入尘烟，宇宙探索编辑部，八角笼中，流浪地球2"|"1"|"4"|"积极"|"中国"|"Twitter"|"2023-07-25"|"Twitter"
"我还是觉得战狼1，战狼2，红海行动是前三。如果再算上一些别的，那流浪地球1，流浪地球2也不错。看票房就知道了，个个几十亿。我觉得挺不错的，毕竟，除了战狼1，别的我都没看过。。不是我不感兴趣，是国产电影票价太贵了，进口碟中谍，速度与鸡情同一个电影院19.9-29.9，国产那些49起，看不起谁呢"|"我还是觉得战狼1，战狼2，红海行动是前三。如果再算上一些别的，那流浪地球1，流浪地球2也不错。看票房就知道了，个个几十亿。我觉得挺不错的，毕竟，除了战狼1，别的我都没看过。。不是我不感兴趣，是国产电影票价太贵了，进口碟中谍，速度与鸡情同一个电影院19.9-29.9，国产那些49起，看不起谁呢"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-20"|"Twitter"
"北境酒徒赞同了回答: 《流浪地球 2》的闪回画面有什么含义？ via https://zhihu.com/question/580510953/answer/2996925509…"|"北境酒徒赞同了回答: 《流浪地球 2》的闪回画面有什么含义？ via https://zhihu.com/question/580510953/answer/2996925509…"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"不得不说流浪地球2在这方面拍的挺写实，比如答非所问，比如抛开客观事实一意孤行"|"不得不说流浪地球2在这方面拍的挺写实，比如答非所问，比如抛开客观事实一意孤行"|"0"|"4"|"积极"|"中国"|"Twitter"|"2023-07-26"|"Twitter"
"中国　2023年映画興行収入が312億元にランキング1位は、チャン・イーモウ監督によるサスペンスコメディ『満江紅』、2位はSF大作『流浪地球』の続編『流浪地球2』、3位は犯罪スリラー作品『行方不明の彼女』だった。#映画興行収入#チャン・イーモウ監督#満江紅"|"中国2023年电影票房将达312亿元，第一名是张艺谋执导的悬疑喜剧《满江红》，第二名是科幻大片《流浪地球》的续集《流浪地球2》，第三名是惊悚犯罪作品《失踪的他》女人’。#电影票房收入#张艺谋导演#满江红"|"2"|"4"|"积极"|"日本"|"Twitter"|"2023-07-21"|"Twitter"
